time1,angle1,time2,angle2,Time (s) Run #3,"Angle, Ch P1 (rad) Run #3",Time (s) Run #4,"Angle, Ch P1 (rad) Run #4",Time (s) Run #5,"Angle, Ch P1 (rad) Run #5",Time (s) Run #7,"Angle, Ch P1 (rad) Run #7",Time (s) 0.2,"Angle, Ch P1 (rad) 0.2",Time (s) 0.3,"Angle, Ch P1 (rad) 0.3",Time (s) 0.35,"Angle, Ch P1 (rad) 0.35",Time (s) 0.4,"Angle, Ch P1 (rad) 0.4",Time (s) 0.45,"Angle, Ch P1 (rad) 0.45",Time (s) 0.5,"Angle, Ch P1 (rad) 0.5",Time (s) 0.55,"Angle, Ch P1 (rad) 0.55",Time (s) 0,"Angle, Ch P1 (rad) 0",Time (s) 0.2,"Angle, Ch P1 (rad) 0.2",Time (s) 0.54,"Angle, Ch P1 (rad) 0.54",Time (s) 0.56,"Angle, Ch P1 (rad) 0.56",Time (s) 0.53,"Angle, Ch P1 (rad) 0.53",Time (s) 0.51,"Angle, Ch P1 (rad) 0.51",Time (s) 0.08,"Angle, Ch P1 (rad) 0.08",Time (s) 0.1,"Angle, Ch P1 (rad) 0.1",Time (s) 0.04,"Angle, Ch P1 (rad) 0.04"
0.57,-0.0628319,0.57,0.202632878,0.57,0.053407115,0.57,0.19477889,0.57,-0.252898398,0.57,0.155508953,0.57,0.21362846,0.57,0.076969078,0.57,-0.243473613,0.57,-0.02513276,0.57,0.185354105,0.57,-0.190066498,0.57,-0.166504535,0.57,-0.128805395,0.57,0.128805395,0.57,-0.13823018,0.57,-0.172787725,0.57,-0.120951408,0.57,-0.058119508,0.57,0.004712393,0.57,-0.234048828,0.57,-0.243473613
0.58,-0.059690305,0.58,0.202632878,0.58,0.054977913,0.58,0.193208093,0.58,-0.252898398,0.58,0.160221345,0.58,0.21362846,0.58,0.072256685,0.58,-0.243473613,0.58,-0.020420368,0.58,0.186924903,0.58,-0.185354105,0.58,-0.166504535,0.58,-0.128805395,0.58,0.127234598,0.58,-0.135088585,0.58,-0.16964613,0.58,-0.114668218,0.58,-0.0628319,0.58,0.007853988,0.58,-0.234048828,0.58,-0.246615208
0.59,-0.058119508,0.59,0.204203675,0.59,0.05654871,0.59,0.191637295,0.59,-0.254469195,0.59,0.164933738,0.59,0.21362846,0.59,0.06911509,0.59,-0.241902815,0.59,-0.015707975,0.59,0.186924903,0.59,-0.180641713,0.59,-0.164933738,0.59,-0.127234598,0.59,0.1256638,0.59,-0.13194699,0.59,-0.166504535,0.59,-0.108385028,0.59,-0.06911509,0.59,0.01256638,0.59,-0.235619625,0.59,-0.249756803
0.6,-0.054977913,0.6,0.205774473,0.6,0.059690305,0.6,0.190066498,0.6,-0.254469195,0.6,0.168075333,0.6,0.21362846,0.6,0.065973495,0.6,-0.23876122,0.6,-0.010995583,0.6,0.186924903,0.6,-0.17592932,0.6,-0.164933738,0.6,-0.127234598,0.6,0.124093003,0.6,-0.128805395,0.6,-0.16336294,0.6,-0.102101838,0.6,-0.073827483,0.6,0.015707975,0.6,-0.235619625,0.6,-0.252898398
0.61,-0.051836318,0.61,0.20734527,0.61,0.061261103,0.61,0.1884957,0.61,-0.252898398,0.61,0.172787725,0.61,0.21362846,0.61,0.061261103,0.61,-0.237190423,0.61,-0.00628319,0.61,0.186924903,0.61,-0.16964613,0.61,-0.16336294,0.61,-0.1256638,0.61,0.122522205,0.61,-0.1256638,0.61,-0.160221345,0.61,-0.095818648,0.61,-0.080110673,0.61,0.01884957,0.61,-0.235619625,0.61,-0.256039993
0.62,-0.048694723,0.62,0.20734527,0.62,0.0628319,0.62,0.186924903,0.62,-0.252898398,0.62,0.17592932,0.62,0.21362846,0.62,0.05654871,0.62,-0.234048828,0.62,-0.001570798,0.62,0.185354105,0.62,-0.16336294,0.62,-0.161792143,0.62,-0.1256638,0.62,0.120951408,0.62,-0.122522205,0.62,-0.15707975,0.62,-0.089535458,0.62,-0.084823065,0.62,0.023561963,0.62,-0.235619625,0.62,-0.25761079
0.63,-0.045553128,0.63,0.20734527,0.63,0.064402698,0.63,0.185354105,0.63,-0.2513276,0.63,0.179070915,0.63,0.212057663,0.63,0.053407115,0.63,-0.23247803,0.63,0.003141595,0.63,0.183783308,0.63,-0.158650548,0.63,-0.158650548,0.63,-0.124093003,0.63,0.11938061,0.63,-0.117809813,0.63,-0.153938155,0.63,-0.083252268,0.63,-0.089535458,0.63,0.026703558,0.63,-0.235619625,0.63,-0.260752385
0.64,-0.040840735,0.64,0.20734527,0.64,0.067544293,0.64,0.18221251,0.64,-0.249756803,0.64,0.18221251,0.64,0.212057663,0.64,0.048694723,0.64,-0.229336435,0.64,0.007853988,0.64,0.183783308,0.64,-0.152367358,0.64,-0.15707975,0.64,-0.122522205,0.64,0.117809813,0.64,-0.114668218,0.64,-0.15079656,0.64,-0.076969078,0.64,-0.092677053,0.64,0.03141595,0.64,-0.235619625,0.64,-0.262323183
0.65,-0.03769914,0.65,0.20734527,0.65,0.06911509,0.65,0.180641713,0.65,-0.248186005,0.65,0.185354105,0.65,0.210486865,0.65,0.045553128,0.65,-0.224624043,0.65,0.01256638,0.65,0.180641713,0.65,-0.146084168,0.65,-0.153938155,0.65,-0.120951408,0.65,0.116239015,0.65,-0.109955825,0.65,-0.146084168,0.65,-0.070685888,0.65,-0.097389445,0.65,0.034557545,0.65,-0.234048828,0.65,-0.26389398
0.66,-0.034557545,0.66,0.20734527,0.66,0.070685888,0.66,0.177500118,0.66,-0.246615208,0.66,0.1884957,0.66,0.208916068,0.66,0.040840735,0.66,-0.221482448,0.66,0.017278773,0.66,0.179070915,0.66,-0.139800978,0.66,-0.152367358,0.66,-0.11938061,0.66,0.114668218,0.66,-0.10681423,0.66,-0.142942573,0.66,-0.0628319,0.66,-0.10053104,0.66,0.03769914,0.66,-0.234048828,0.66,-0.265464778
0.67,-0.03141595,0.67,0.20734527,0.67,0.072256685,0.67,0.174358523,0.67,-0.24504441,0.67,0.190066498,0.67,0.20734527,0.67,0.03769914,0.67,-0.216770055,0.67,0.021991165,0.67,0.177500118,0.67,-0.133517788,0.67,-0.149225763,0.67,-0.11938061,0.67,0.111526623,0.67,-0.102101838,0.67,-0.13823018,0.67,-0.05654871,0.67,-0.103672635,0.67,0.042411533,0.67,-0.23247803,0.67,-0.267035575
0.68,-0.028274355,0.68,0.20734527,0.68,0.073827483,0.68,0.172787725,0.68,-0.243473613,0.68,0.191637295,0.68,0.205774473,0.68,0.032986748,0.68,-0.21362846,0.68,0.026703558,0.68,0.174358523,0.68,-0.127234598,0.68,-0.146084168,0.68,-0.116239015,0.68,0.109955825,0.68,-0.097389445,0.68,-0.133517788,0.68,-0.05026552,0.68,-0.10681423,0.68,0.045553128,0.68,-0.230907233,0.68,-0.268606373
0.69,-0.023561963,0.69,0.205774473,0.69,0.07539828,0.69,0.16964613,0.69,-0.240332018,0.69,0.19477889,0.69,0.204203675,0.69,0.028274355,0.69,-0.208916068,0.69,0.029845153,0.69,0.171216928,0.69,-0.120951408,0.69,-0.142942573,0.69,-0.114668218,0.69,0.10681423,0.69,-0.092677053,0.69,-0.128805395,0.69,-0.045553128,0.69,-0.109955825,0.69,0.048694723,0.69,-0.229336435,0.69,-0.27017717
0.7,-0.020420368,0.7,0.205774473,0.7,0.076969078,0.7,0.166504535,0.7,-0.237190423,0.7,0.196349688,0.7,0.20106208,0.7,0.02513276,0.7,-0.204203675,0.7,0.032986748,0.7,0.168075333,0.7,-0.114668218,0.7,-0.139800978,0.7,-0.11309742,0.7,0.105243433,0.7,-0.08796466,0.7,-0.124093003,0.7,-0.039269938,0.7,-0.111526623,0.7,0.053407115,0.7,-0.227765638,0.7,-0.27017717
0.71,-0.017278773,0.71,0.204203675,0.71,0.078539875,0.71,0.161792143,0.71,-0.234048828,0.71,0.196349688,0.71,0.199491283,0.71,0.020420368,0.71,-0.199491283,0.71,0.03769914,0.71,0.164933738,0.71,-0.108385028,0.71,-0.135088585,0.71,-0.111526623,0.71,0.102101838,0.71,-0.084823065,0.71,-0.11938061,0.71,-0.032986748,0.71,-0.114668218,0.71,0.05654871,0.71,-0.22619484,0.71,-0.271747968
0.72,-0.014137178,0.72,0.202632878,0.72,0.080110673,0.72,0.158650548,0.72,-0.23247803,0.72,0.197920485,0.72,0.196349688,0.72,0.017278773,0.72,-0.193208093,0.72,0.040840735,0.72,0.161792143,0.72,-0.10053104,0.72,-0.13194699,0.72,-0.109955825,0.72,0.10053104,0.72,-0.080110673,0.72,-0.114668218,0.72,-0.026703558,0.72,-0.116239015,0.72,0.059690305,0.72,-0.224624043,0.72,-0.271747968
0.73,-0.009424785,0.73,0.20106208,0.73,0.08168147,0.73,0.155508953,0.73,-0.227765638,0.73,0.197920485,0.73,0.193208093,0.73,0.01256638,0.73,-0.1884957,0.73,0.04398233,0.73,0.15707975,0.73,-0.09424785,0.73,-0.127234598,0.73,-0.10681423,0.73,0.097389445,0.73,-0.07539828,0.73,-0.109955825,0.73,-0.021991165,0.73,-0.116239015,0.73,0.0628319,0.73,-0.221482448,0.73,-0.271747968
0.74,-0.00628319,0.74,0.20106208,0.74,0.083252268,0.74,0.15079656,0.74,-0.224624043,0.74,0.199491283,0.74,0.190066498,0.74,0.009424785,0.74,-0.18221251,0.74,0.047123925,0.74,0.153938155,0.74,-0.08796466,0.74,-0.124093003,0.74,-0.105243433,0.74,0.09424785,0.74,-0.070685888,0.74,-0.105243433,0.74,-0.015707975,0.74,-0.117809813,0.74,0.065973495,0.74,-0.21991165,0.74,-0.271747968
0.75,-0.003141595,0.75,0.199491283,0.75,0.083252268,0.75,0.147654965,0.75,-0.21991165,0.75,0.199491283,0.75,0.186924903,0.75,0.00628319,0.75,-0.177500118,0.75,0.05026552,0.75,0.149225763,0.75,-0.08168147,0.75,-0.11938061,0.75,-0.103672635,0.75,0.091106255,0.75,-0.065973495,0.75,-0.10053104,0.75,-0.010995583,0.75,-0.117809813,0.75,0.06911509,0.75,-0.216770055,0.75,-0.271747968
0.76,9.54E-18,0.76,0.197920485,0.76,0.084823065,0.76,0.142942573,0.76,-0.216770055,0.76,0.199491283,0.76,0.183783308,0.76,0.001570798,0.76,-0.171216928,0.76,0.051836318,0.76,0.14451337,0.76,-0.07539828,0.76,-0.114668218,0.76,-0.10053104,0.76,0.08796466,0.76,-0.061261103,0.76,-0.09424785,0.76,-0.00628319,0.76,-0.117809813,0.76,0.072256685,0.76,-0.21362846,0.76,-0.27017717
0.77,0.004712393,0.77,0.19477889,0.77,0.086393863,0.77,0.139800978,0.77,-0.212057663,0.77,0.199491283,0.77,0.180641713,0.77,-0.001570798,0.77,-0.164933738,0.77,0.054977913,0.77,0.139800978,0.77,-0.06911509,0.77,-0.109955825,0.77,-0.098960243,0.77,0.086393863,0.77,-0.058119508,0.77,-0.089535458,0.77,-0.001570798,0.77,-0.117809813,0.77,0.07539828,0.77,-0.212057663,0.77,-0.27017717
0.78,0.007853988,0.78,0.193208093,0.78,0.086393863,0.78,0.135088585,0.78,-0.20734527,0.78,0.197920485,0.78,0.177500118,0.78,-0.004712393,0.78,-0.158650548,0.78,0.05654871,0.78,0.135088585,0.78,-0.064402698,0.78,-0.10681423,0.78,-0.095818648,0.78,0.083252268,0.78,-0.053407115,0.78,-0.084823065,0.78,0.003141595,0.78,-0.117809813,0.78,0.078539875,0.78,-0.208916068,0.78,-0.268606373
0.79,0.010995583,0.79,0.190066498,0.79,0.08796466,0.79,0.130376193,0.79,-0.202632878,0.79,0.196349688,0.79,0.172787725,0.79,-0.007853988,0.79,-0.152367358,0.79,0.058119508,0.79,0.130376193,0.79,-0.058119508,0.79,-0.102101838,0.79,-0.092677053,0.79,0.080110673,0.79,-0.048694723,0.79,-0.080110673,0.79,0.00628319,0.79,-0.116239015,0.79,0.08168147,0.79,-0.205774473,0.79,-0.267035575
0.8,0.014137178,0.8,0.1884957,0.8,0.08796466,0.8,0.127234598,0.8,-0.197920485,0.8,0.196349688,0.8,0.16964613,0.8,-0.010995583,0.8,-0.146084168,0.8,0.059690305,0.8,0.1256638,0.8,-0.051836318,0.8,-0.097389445,0.8,-0.091106255,0.8,0.076969078,0.8,-0.045553128,0.8,-0.07539828,0.8,0.010995583,0.8,-0.114668218,0.8,0.084823065,0.8,-0.20106208,0.8,-0.265464778
0.81,0.01884957,0.81,0.185354105,0.81,0.089535458,0.81,0.122522205,0.81,-0.193208093,0.81,0.19477889,0.81,0.164933738,0.81,-0.014137178,0.81,-0.139800978,0.81,0.061261103,0.81,0.11938061,0.81,-0.047123925,0.81,-0.091106255,0.81,-0.08796466,0.81,0.073827483,0.81,-0.040840735,0.81,-0.06911509,0.81,0.014137178,0.81,-0.11309742,0.81,0.086393863,0.81,-0.197920485,0.81,-0.26389398
0.82,0.021991165,0.82,0.18221251,0.82,0.089535458,0.82,0.117809813,0.82,-0.1884957,0.82,0.193208093,0.82,0.160221345,0.82,-0.017278773,0.82,-0.133517788,0.82,0.0628319,0.82,0.114668218,0.82,-0.040840735,0.82,-0.086393863,0.82,-0.084823065,0.82,0.070685888,0.82,-0.03769914,0.82,-0.064402698,0.82,0.017278773,0.82,-0.109955825,0.82,0.089535458,0.82,-0.19477889,0.82,-0.262323183
0.83,0.02513276,0.83,0.179070915,0.83,0.089535458,0.83,0.11309742,0.83,-0.183783308,0.83,0.190066498,0.83,0.15707975,0.83,-0.01884957,0.83,-0.127234598,0.83,0.0628319,0.83,0.108385028,0.83,-0.036128343,0.83,-0.08168147,0.83,-0.083252268,0.83,0.067544293,0.83,-0.032986748,0.83,-0.059690305,0.83,0.020420368,0.83,-0.108385028,0.83,0.091106255,0.83,-0.190066498,0.83,-0.260752385
0.84,0.028274355,0.84,0.177500118,0.84,0.091106255,0.84,0.108385028,0.84,-0.179070915,0.84,0.1884957,0.84,0.152367358,0.84,-0.021991165,0.84,-0.120951408,0.84,0.0628319,0.84,0.103672635,0.84,-0.03141595,0.84,-0.076969078,0.84,-0.080110673,0.84,0.064402698,0.84,-0.029845153,0.84,-0.054977913,0.84,0.021991165,0.84,-0.105243433,0.84,0.09424785,0.84,-0.186924903,0.84,-0.25761079
0.85,0.03141595,0.85,0.174358523,0.85,0.091106255,0.85,0.103672635,0.85,-0.172787725,0.85,0.185354105,0.85,0.147654965,0.85,-0.02513276,0.85,-0.11309742,0.85,0.064402698,0.85,0.097389445,0.85,-0.026703558,0.85,-0.072256685,0.85,-0.076969078,0.85,0.061261103,0.85,-0.026703558,0.85,-0.05026552,0.85,0.02513276,0.85,-0.102101838,0.85,0.095818648,0.85,-0.18221251,0.85,-0.254469195
0.86,0.034557545,0.86,0.171216928,0.86,0.091106255,0.86,0.098960243,0.86,-0.168075333,0.86,0.18221251,0.86,0.142942573,0.86,-0.026703558,0.86,-0.10681423,0.86,0.064402698,0.86,0.092677053,0.86,-0.021991165,0.86,-0.067544293,0.86,-0.073827483,0.86,0.058119508,0.86,-0.023561963,0.86,-0.045553128,0.86,0.026703558,0.86,-0.098960243,0.86,0.097389445,0.86,-0.179070915,0.86,-0.252898398
0.87,0.03769914,0.87,0.166504535,0.87,0.091106255,0.87,0.09424785,0.87,-0.16336294,0.87,0.179070915,0.87,0.13823018,0.87,-0.028274355,0.87,-0.10053104,0.87,0.0628319,0.87,0.086393863,0.87,-0.01884957,0.87,-0.0628319,0.87,-0.070685888,0.87,0.054977913,0.87,-0.020420368,0.87,-0.042411533,0.87,0.028274355,0.87,-0.09424785,0.87,0.10053104,0.87,-0.174358523,0.87,-0.249756803
0.88,0.040840735,0.88,0.16336294,0.88,0.091106255,0.88,0.089535458,0.88,-0.15707975,0.88,0.17592932,0.88,0.133517788,0.88,-0.03141595,0.88,-0.09424785,0.88,0.0628319,0.88,0.080110673,0.88,-0.014137178,0.88,-0.058119508,0.88,-0.067544293,0.88,0.05026552,0.88,-0.017278773,0.88,-0.03769914,0.88,0.029845153,0.88,-0.091106255,0.88,0.102101838,0.88,-0.16964613,0.88,-0.246615208
0.89,0.04398233,0.89,0.160221345,0.89,0.091106255,0.89,0.086393863,0.89,-0.15079656,0.89,0.172787725,0.89,0.128805395,0.89,-0.032986748,0.89,-0.08796466,0.89,0.061261103,0.89,0.07539828,0.89,-0.010995583,0.89,-0.053407115,0.89,-0.065973495,0.89,0.047123925,0.89,-0.014137178,0.89,-0.034557545,0.89,0.029845153,0.89,-0.086393863,0.89,0.103672635,0.89,-0.164933738,0.89,-0.243473613
0.9,0.047123925,0.9,0.15707975,0.9,0.091106255,0.9,0.08168147,0.9,-0.146084168,0.9,0.168075333,0.9,0.124093003,0.9,-0.032986748,0.9,-0.08168147,0.9,0.061261103,0.9,0.06911509,0.9,-0.007853988,0.9,-0.048694723,0.9,-0.0628319,0.9,0.04398233,0.9,-0.010995583,0.9,-0.029845153,0.9,0.029845153,0.9,-0.08168147,0.9,0.105243433,0.9,-0.160221345,0.9,-0.23876122
0.91,0.05026552,0.91,0.152367358,0.91,0.089535458,0.91,0.076969078,0.91,-0.139800978,0.91,0.164933738,0.91,0.11938061,0.91,-0.034557545,0.91,-0.07539828,0.91,0.059690305,0.91,0.064402698,0.91,-0.00628319,0.91,-0.04398233,0.91,-0.059690305,0.91,0.040840735,0.91,-0.009424785,0.91,-0.026703558,0.91,0.029845153,0.91,-0.076969078,0.91,0.105243433,0.91,-0.155508953,0.91,-0.235619625
0.92,0.051836318,0.92,0.147654965,0.92,0.089535458,0.92,0.072256685,0.92,-0.135088585,0.92,0.160221345,0.92,0.11309742,0.92,-0.036128343,0.92,-0.070685888,0.92,0.058119508,0.92,0.058119508,0.92,-0.003141595,0.92,-0.040840735,0.92,-0.05654871,0.92,0.03769914,0.92,-0.007853988,0.92,-0.023561963,0.92,0.029845153,0.92,-0.070685888,0.92,0.10681423,0.92,-0.15079656,0.92,-0.23247803
0.93,0.054977913,0.93,0.14451337,0.93,0.089535458,0.93,0.067544293,0.93,-0.128805395,0.93,0.155508953,0.93,0.108385028,0.93,-0.03769914,0.93,-0.064402698,0.93,0.054977913,0.93,0.053407115,0.93,-0.001570798,0.93,-0.036128343,0.93,-0.053407115,0.93,0.034557545,0.93,-0.004712393,0.93,-0.020420368,0.93,0.029845153,0.93,-0.065973495,0.93,0.108385028,0.93,-0.146084168,0.93,-0.227765638
0.94,0.058119508,0.94,0.141371775,0.94,0.08796466,0.94,0.0628319,0.94,-0.122522205,0.94,0.152367358,0.94,0.103672635,0.94,-0.03769914,0.94,-0.058119508,0.94,0.053407115,0.94,0.047123925,0.94,8.67E-19,0.94,-0.03141595,0.94,-0.05026552,0.94,0.03141595,0.94,-0.003141595,0.94,-0.017278773,0.94,0.028274355,0.94,-0.059690305,0.94,0.108385028,0.94,-0.141371775,0.94,-0.223053245
0.95,0.059690305,0.95,0.136659383,0.95,0.08796466,0.95,0.058119508,0.95,-0.117809813,0.95,0.147654965,0.95,0.098960243,0.95,-0.03769914,0.95,-0.053407115,0.95,0.05026552,0.95,0.042411533,0.95,0.001570798,0.95,-0.028274355,0.95,-0.047123925,0.95,0.028274355,0.95,-0.001570798,0.95,-0.014137178,0.95,0.026703558,0.95,-0.053407115,0.95,0.109955825,0.95,-0.136659383,0.95,-0.21991165
0.96,0.0628319,0.96,0.13194699,0.96,0.086393863,0.96,0.053407115,0.96,-0.111526623,0.96,0.141371775,0.96,0.09424785,0.96,-0.03769914,0.96,-0.048694723,0.96,0.048694723,0.96,0.03769914,0.96,0.003141595,0.96,-0.02513276,0.96,-0.04398233,0.96,0.02513276,0.96,-0.001570798,0.96,-0.010995583,0.96,0.02513276,0.96,-0.047123925,0.96,0.109955825,0.96,-0.13194699,0.96,-0.215199258
0.97,0.064402698,0.97,0.128805395,0.97,0.086393863,0.97,0.048694723,0.97,-0.10681423,0.97,0.136659383,0.97,0.089535458,0.97,-0.039269938,0.97,-0.042411533,0.97,0.045553128,0.97,0.032986748,0.97,0.003141595,0.97,-0.020420368,0.97,-0.040840735,0.97,0.021991165,0.97,1.52E-17,0.97,-0.009424785,0.97,0.023561963,0.97,-0.042411533,0.97,0.109955825,0.97,-0.127234598,0.97,-0.210486865
0.98,0.065973495,0.98,0.124093003,0.98,0.084823065,0.98,0.045553128,0.98,-0.10053104,0.98,0.13194699,0.98,0.084823065,0.98,-0.039269938,0.98,-0.03769914,0.98,0.042411533,0.98,0.028274355,0.98,0.003141595,0.98,-0.017278773,0.98,-0.039269938,0.98,0.01884957,0.98,1.52E-17,0.98,-0.007853988,0.98,0.020420368,0.98,-0.034557545,0.98,0.111526623,0.98,-0.120951408,0.98,-0.205774473
0.99,0.06911509,0.99,0.11938061,0.99,0.083252268,0.99,0.040840735,0.99,-0.095818648,0.99,0.127234598,0.99,0.078539875,0.99,-0.03769914,0.99,-0.032986748,0.99,0.039269938,0.99,0.023561963,0.99,0.003141595,0.99,-0.014137178,0.99,-0.036128343,0.99,0.015707975,0.99,0.001570798,0.99,-0.004712393,0.99,0.017278773,0.99,-0.028274355,0.99,0.111526623,0.99,-0.116239015,0.99,-0.20106208
1,0.070685888,1,0.116239015,1,0.08168147,1,0.036128343,1,-0.089535458,1,0.120951408,1,0.073827483,1,-0.03769914,1,-0.029845153,1,0.036128343,1,0.01884957,1,0.003141595,1,-0.010995583,1,-0.032986748,1,0.014137178,1,0.001570798,1,-0.003141595,1,0.014137178,1,-0.021991165,1,0.109955825,1,-0.111526623,1,-0.19477889
1.01,0.072256685,1.01,0.111526623,1.01,0.08168147,1.01,0.032986748,1.01,-0.084823065,1.01,0.116239015,1.01,0.06911509,1.01,-0.03769914,1.01,-0.02513276,1.01,0.03141595,1.01,0.014137178,1.01,0.001570798,1.01,-0.007853988,1.01,-0.029845153,1.01,0.010995583,1.01,0.001570798,1.01,-0.003141595,1.01,0.010995583,1.01,-0.015707975,1.01,0.109955825,1.01,-0.10681423,1.01,-0.190066498
1.02,0.073827483,1.02,0.10681423,1.02,0.080110673,1.02,0.028274355,1.02,-0.078539875,1.02,0.109955825,1.02,0.064402698,1.02,-0.036128343,1.02,-0.021991165,1.02,0.028274355,1.02,0.010995583,1.02,0.001570798,1.02,-0.00628319,1.02,-0.026703558,1.02,0.007853988,1.02,0.001570798,1.02,-0.001570798,1.02,0.007853988,1.02,-0.009424785,1.02,0.109955825,1.02,-0.102101838,1.02,-0.185354105
1.03,0.07539828,1.03,0.102101838,1.03,0.078539875,1.03,0.02513276,1.03,-0.073827483,1.03,0.103672635,1.03,0.061261103,1.03,-0.034557545,1.03,-0.017278773,1.03,0.023561963,1.03,0.007853988,1.03,8.67E-19,1.03,-0.003141595,1.03,-0.02513276,1.03,0.004712393,1.03,1.52E-17,1.03,-0.001570798,1.03,0.003141595,1.03,-0.001570798,1.03,0.109955825,1.03,-0.095818648,1.03,-0.179070915
1.04,0.07539828,1.04,0.098960243,1.04,0.076969078,1.04,0.021991165,1.04,-0.06911509,1.04,0.098960243,1.04,0.05654871,1.04,-0.032986748,1.04,-0.014137178,1.04,0.01884957,1.04,0.003141595,1.04,-0.003141595,1.04,-0.001570798,1.04,-0.021991165,1.04,0.003141595,1.04,1.52E-17,1.04,-1.26E-17,1.04,-3.90E-18,1.04,0.004712393,1.04,0.108385028,1.04,-0.091106255,1.04,-0.174358523
1.05,0.076969078,1.05,0.09424785,1.05,0.07539828,1.05,0.017278773,1.05,-0.064402698,1.05,0.092677053,1.05,0.051836318,1.05,-0.03141595,1.05,-0.01256638,1.05,0.014137178,1.05,1.34E-17,1.05,-0.004712393,1.05,-9.54E-18,1.05,-0.01884957,1.05,1.43E-17,1.05,-0.001570798,1.05,-1.26E-17,1.05,-0.004712393,1.05,0.010995583,1.05,0.108385028,1.05,-0.086393863,1.05,-0.16964613
1.06,0.078539875,1.06,0.089535458,1.06,0.073827483,1.06,0.014137178,1.06,-0.059690305,1.06,0.086393863,1.06,0.047123925,1.06,-0.029845153,1.06,-0.009424785,1.06,0.010995583,1.06,-0.003141595,1.06,-0.007853988,1.06,0.001570798,1.06,-0.017278773,1.06,-0.001570798,1.06,-0.003141595,1.06,-1.26E-17,1.06,-0.009424785,1.06,0.017278773,1.06,0.10681423,1.06,-0.08168147,1.06,-0.16336294
1.07,0.078539875,1.07,0.084823065,1.07,0.072256685,1.07,0.010995583,1.07,-0.054977913,1.07,0.08168147,1.07,0.04398233,1.07,-0.028274355,1.07,-0.007853988,1.07,0.00628319,1.07,-0.004712393,1.07,-0.010995583,1.07,0.003141595,1.07,-0.014137178,1.07,-0.004712393,1.07,-0.004712393,1.07,-0.001570798,1.07,-0.015707975,1.07,0.02513276,1.07,0.105243433,1.07,-0.076969078,1.07,-0.158650548
1.08,0.080110673,1.08,0.08168147,1.08,0.070685888,1.08,0.007853988,1.08,-0.05026552,1.08,0.07539828,1.08,0.039269938,1.08,-0.026703558,1.08,-0.004712393,1.08,0.001570798,1.08,-0.007853988,1.08,-0.014137178,1.08,0.004712393,1.08,-0.01256638,1.08,-0.00628319,1.08,-0.00628319,1.08,-0.001570798,1.08,-0.020420368,1.08,0.03141595,1.08,0.103672635,1.08,-0.072256685,1.08,-0.152367358
1.09,0.080110673,1.09,0.076969078,1.09,0.067544293,1.09,0.004712393,1.09,-0.045553128,1.09,0.06911509,1.09,0.036128343,1.09,-0.023561963,1.09,-0.003141595,1.09,-0.003141595,1.09,-0.009424785,1.09,-0.017278773,1.09,0.004712393,1.09,-0.009424785,1.09,-0.009424785,1.09,-0.007853988,1.09,-0.003141595,1.09,-0.026703558,1.09,0.03769914,1.09,0.102101838,1.09,-0.067544293,1.09,-0.147654965
1.1,0.08168147,1.1,0.072256685,1.1,0.065973495,1.1,0.001570798,1.1,-0.040840735,1.1,0.0628319,1.1,0.032986748,1.1,-0.021991165,1.1,-0.001570798,1.1,-0.009424785,1.1,-0.010995583,1.1,-0.020420368,1.1,0.004712393,1.1,-0.007853988,1.1,-0.010995583,1.1,-0.009424785,1.1,-0.003141595,1.1,-0.03141595,1.1,0.04398233,1.1,0.10053104,1.1,-0.0628319,1.1,-0.141371775
1.11,0.08168147,1.11,0.067544293,1.11,0.064402698,1.11,-1.15E-17,1.11,-0.03769914,1.11,0.058119508,1.11,0.028274355,1.11,-0.01884957,1.11,-0.001570798,1.11,-0.014137178,1.11,-0.01256638,1.11,-0.02513276,1.11,0.00628319,1.11,-0.004712393,1.11,-0.01256638,1.11,-0.01256638,1.11,-0.004712393,1.11,-0.03769914,1.11,0.05026552,1.11,0.098960243,1.11,-0.059690305,1.11,-0.135088585
1.12,0.08168147,1.12,0.064402698,1.12,0.0628319,1.12,-0.003141595,1.12,-0.032986748,1.12,0.051836318,1.12,0.02513276,1.12,-0.015707975,1.12,4.77E-18,1.12,-0.01884957,1.12,-0.014137178,1.12,-0.029845153,1.12,0.00628319,1.12,-0.003141595,1.12,-0.014137178,1.12,-0.015707975,1.12,-0.007853988,1.12,-0.04398233,1.12,0.05654871,1.12,0.097389445,1.12,-0.054977913,1.12,-0.130376193
1.13,0.08168147,1.13,0.061261103,1.13,0.059690305,1.13,-0.004712393,1.13,-0.029845153,1.13,0.047123925,1.13,0.021991165,1.13,-0.014137178,1.13,4.77E-18,1.13,-0.023561963,1.13,-0.014137178,1.13,-0.034557545,1.13,0.004712393,1.13,-2.30E-17,1.13,-0.017278773,1.13,-0.01884957,1.13,-0.009424785,1.13,-0.05026552,1.13,0.061261103,1.13,0.09424785,1.13,-0.05026552,1.13,-0.124093003
